real_date,prod_1,prod_2,prod_3,prod_4,prod_5,prod_6,prod_7,prod_8,prod_9,prod_10,prod_11,prod_12,prod_13,prod_14,prod_15
2/20/2017,42,52,88,36,37,180,54,57,67,34,189,59,87,30,94
2/21/2017,40,46,89,35,32,172,46,39,54,27,148,50,73,26,87
2/22/2017,39,49,66,28,31,174,45,36,54,29,147,41,76,21,92
2/23/2017,36,41,68,28,27,169,50,39,53,30,114,50,68,24,92
2/24/2017,41,50,55,39,28,177,55,50,58,34,175,43,98,22,96
2/25/2017,55,72,59,49,40,233,75,60,93,45,165,58,113,26,131
2/26/2017,41,48,51,35,28,159,53,42,68,33,149,53,93,24,89
2/27/2017,42,47,52,34,29,150,48,42,62,26,138,48,83,21,77
2/28/2017,56,64,84,43,46,201,55,56,80,36,166,71,106,33,113
3/1/2017,51,67,80,49,44,234,82,74,82,47,206,60,107,30,98
3/2/2017,44,58,60,41,40,221,68,58,82,34,159,43,75,28,118
3/3/2017,45,57,53,37,37,207,64,49,65,33,152,38,89,22,104
3/4/2017,60,80,86,48,48,267,93,77,101,39,208,56,96,30,146
3/5/2017,69,93,112,49,63,275,89,89,106,46,219,71,120,37,175
3/6/2017,42,54,74,33,37,186,67,44,67,32,168,44,78,25,105
3/7/2017,38,44,65,31,36,173,55,47,56,31,142,38,68,27,85
3/8/2017,41,45,53,33,29,163,57,36,49,33,150,36,65,26,85
3/9/2017,34,41,44,30,28,155,49,35,49,23,137,34,57,23,88
3/10/2017,45,41,45,29,32,175,45,35,51,28,134,39,89,29,81
3/11/2017,57,61,68,41,43,229,72,63,73,33,171,42,89,23,121
3/12/2017,66,74,104,54,59,245,73,69,92,37,221,74,111,34,134
3/13/2017,45,46,72,35,33,185,61,37,56,28,166,43,75,26,78
3/14/2017,36,39,56,28,30,168,47,35,53,28,152,34,68,21,67
3/15/2017,38,50,49,34,36,190,53,50,57,31,167,40,79,24,69
3/16/2017,33,39,49,34,30,175,56,39,58,29,145,38,64,22,73
3/17/2017,46,47,46,36,32,185,52,37,49,34,132,34,88,18,96
3/18/2017,61,64,73,45,45,230,77,65,77,35,184,56,97,32,99
3/19/2017,67,67,97,53,57,270,80,67,91,33,219,59,104,37,121
3/20/2017,42,54,68,34,37,213,66,50,71,30,182,37,71,24,89
3/21/2017,38,47,46,32,32,187,55,43,52,36,149,38,64,21,90
3/22/2017,37,41,64,29,30,179,45,36,47,28,156,36,57,21,70
3/23/2017,33,33,38,23,27,169,47,27,45,19,109,30,59,19,61
3/24/2017,75,39,37,32,33,175,53,39,51,28,142,27,88,18,85
3/25/2017,88,65,58,50,44,232,73,59,79,33,155,46,93,29,104
3/26/2017,92,67,87,48,59,241,74,62,87,32,191,55,107,40,110
3/27/2017,63,46,68,35,35,195,57,40,57,27,157,35,77,22,83
3/28/2017,59,35,73,29,32,176,37,40,46,26,112,30,62,27,80
3/29/2017,70,52,51,29,35,207,50,43,54,33,131,35,64,17,86
3/30/2017,60,67,30,28,29,166,49,40,42,24,143,30,64,16,66
3/31/2017,87,101,47,38,39,232,66,51,67,37,139,35,97,26,84
4/1/2017,78,198,96,67,75,391,128,95,144,66,230,68,131,45,178
4/2/2017,60,127,106,55,53,267,87,76,104,40,191,64,112,39,152
4/3/2017,40,88,64,43,40,239,81,58,81,36,170,49,94,34,83
4/4/2017,46,86,67,33,49,219,64,60,77,31,143,41,84,29,105
4/5/2017,45,91,45,35,39,213,61,42,62,35,144,45,70,33,121
4/6/2017,37,66,43,27,29,162,52,45,56,26,121,29,64,22,99
4/7/2017,41,80,41,34,28,171,56,39,52,31,120,31,88,20,79
4/8/2017,57,110,68,47,45,217,77,68,81,30,179,43,89,26,119
4/9/2017,64,125,79,49,54,247,79,68,85,37,184,54,98,37,165
4/10/2017,38,67,55,36,30,168,65,41,59,39,163,36,76,26,98
4/11/2017,38,72,40,37,28,154,51,37,49,28,139,32,66,19,77
4/12/2017,39,72,42,27,28,162,45,33,45,25,102,32,56,20,88
4/13/2017,42,77,39,30,26,163,56,39,52,29,82,33,64,22,75
4/14/2017,39,72,40,34,24,142,63,33,52,29,106,30,73,18,82
4/15/2017,48,96,52,41,36,194,73,58,76,27,146,38,82,26,125
4/16/2017,51,110,89,46,50,213,66,65,75,38,176,51,94,32,127
4/17/2017,43,69,67,34,36,203,60,51,73,28,144,41,68,29,75
4/18/2017,38,75,61,30,32,174,49,39,61,27,119,32,74,25,76
4/19/2017,40,69,33,32,31,161,45,38,45,27,115,37,72,20,86
4/20/2017,36,42,44,29,31,167,51,35,51,37,121,27,62,21,69
4/21/2017,78,41,49,36,33,175,53,37,49,31,128,32,85,25,84
4/22/2017,90,60,77,42,49,213,77,61,77,39,147,43,92,34,137
4/23/2017,91,68,121,48,67,255,75,64,87,37,187,64,120,39,149
4/24/2017,64,44,68,32,36,186,60,41,61,35,152,33,79,30,99
4/25/2017,58,40,81,28,37,161,51,40,54,33,131,33,76,23,107
4/26/2017,66,42,75,29,36,170,44,35,57,28,120,32,71,24,108
4/27/2017,52,33,60,26,33,141,46,37,48,26,107,27,65,17,120
4/28/2017,70,40,59,33,33,174,57,44,63,38,116,31,85,21,137
4/29/2017,97,67,83,41,52,243,90,76,100,40,145,44,105,27,181
4/30/2017,91,70,87,44,60,241,77,72,100,38,150,53,103,36,155
5/1/2017,109,105,164,56,89,305,107,101,128,48,216,72,145,43,211
5/2/2017,76,68,122,44,52,208,72,60,82,41,162,51,92,37,136
5/3/2017,86,60,108,40,47,216,68,52,81,31,142,41,83,28,111
5/4/2017,65,49,83,33,39,164,56,38,63,32,115,35,69,24,91
5/5/2017,79,48,63,30,36,168,61,41,58,34,107,35,86,23,91
5/6/2017,85,63,109,43,53,243,89,63,92,43,171,53,97,33,111
5/7/2017,101,74,202,54,80,265,84,72,111,42,233,77,117,46,211
5/8/2017,65,46,93,36,40,176,61,48,62,36,153,43,74,34,121
5/9/2017,49,37,82,31,38,160,47,42,52,31,153,49,69,28,128
5/10/2017,69,46,59,30,42,162,53,43,52,29,126,39,69,22,98
5/11/2017,57,33,55,26,25,141,46,34,42,24,128,40,57,20,82
5/12/2017,76,38,48,26,27,165,49,34,42,32,114,62,85,17,97
5/13/2017,105,60,109,39,46,239,83,61,79,32,170,63,108,28,132
5/14/2017,79,45,160,34,40,179,65,54,64,28,161,52,92,31,108
5/15/2017,80,44,116,36,41,177,54,54,68,28,190,57,95,32,103
5/16/2017,69,42,92,31,40,214,61,51,63,31,150,53,82,27,99
5/17/2017,72,43,102,30,35,188,45,54,54,27,133,54,70,25,97
5/18/2017,56,34,76,24,27,137,43,39,44,21,116,48,66,30,57
5/19/2017,74,36,57,29,27,159,52,87,46,30,123,39,79,59,86
5/20/2017,91,64,90,47,46,244,76,80,83,32,160,61,93,27,137
5/21/2017,105,73,181,49,69,255,70,75,91,37,231,84,125,46,182
5/22/2017,59,48,101,34,38,186,55,50,63,32,160,43,72,25,103
5/23/2017,64,38,92,26,36,162,41,75,62,32,126,40,76,22,102
5/24/2017,68,38,60,29,30,165,40,47,53,27,133,42,67,20,82
5/25/2017,52,36,51,24,26,167,43,35,40,28,112,89,59,16,74
5/26/2017,85,58,78,42,42,216,60,273,69,35,154,60,104,26,120
5/27/2017,76,54,103,40,40,213,69,55,76,31,159,61,96,28,87
5/28/2017,87,64,189,47,64,235,63,77,91,32,220,79,129,39,129
5/29/2017,63,39,130,33,42,176,65,49,59,28,156,59,86,27,96
5/30/2017,60,40,107,26,35,183,54,45,57,32,154,38,76,25,88
5/31/2017,70,45,126,29,40,187,65,493,60,28,162,39,80,24,87
6/1/2017,40,50,86,34,38,189,94,50,72,35,173,38,79,26,98
6/2/2017,104,62,58,33,34,198,93,50,67,41,142,36,106,24,107
6/3/2017,124,85,103,46,56,264,119,83,101,41,177,46,105,29,154
6/4/2017,136,97,195,50,73,313,109,90,117,46,236,74,144,48,189
6/5/2017,88,54,128,38,41,207,89,61,75,32,174,44,86,27,107
6/6/2017,75,48,92,30,34,177,75,48,61,33,170,39,70,26,101
6/7/2017,86,59,88,30,36,166,85,51,63,35,145,40,73,25,92
6/8/2017,65,45,80,26,25,141,64,31,45,29,120,38,74,26,64
6/9/2017,89,51,61,29,27,145,69,36,47,33,128,29,90,19,94
6/10/2017,98,74,86,40,45,202,90,53,70,32,161,46,98,23,111
6/11/2017,126,92,204,46,62,247,88,71,95,39,223,71,127,48,138
6/12/2017,72,49,96,30,37,167,73,41,52,29,151,37,81,24,85
6/13/2017,74,49,97,31,31,156,66,32,51,29,150,39,74,25,77
6/14/2017,87,45,72,29,37,160,79,32,45,30,156,36,62,48,82
6/15/2017,56,53,74,29,29,148,74,30,41,26,151,30,54,36,72
6/16/2017,49,65,59,32,28,170,85,34,52,30,128,29,83,28,81
6/17/2017,73,82,119,46,51,231,100,53,80,35,198,53,104,53,103
6/18/2017,53,67,150,45,43,179,96,52,79,33,206,50,109,55,107
6/19/2017,48,69,122,34,41,177,80,54,63,33,171,42,75,82,87
6/20/2017,44,71,99,38,36,195,85,43,67,40,157,37,77,36,93
6/21/2017,92,63,78,31,30,166,66,38,52,38,149,29,64,35,73
6/22/2017,68,53,65,29,29,134,65,31,45,27,140,26,63,31,52
6/23/2017,89,58,57,29,30,166,77,36,56,24,135,37,91,35,89
6/24/2017,101,74,106,40,45,228,94,59,82,34,166,49,102,40,115
6/25/2017,115,74,164,51,54,234,104,66,92,34,228,61,107,56,134
6/26/2017,84,61,113,37,36,173,81,46,65,31,180,33,73,29,111
6/27/2017,72,50,81,32,32,155,65,38,56,29,163,28,66,29,75
6/28/2017,74,46,72,30,34,150,71,36,52,29,133,30,60,35,63
6/29/2017,63,50,71,29,26,150,59,39,53,25,152,31,58,28,68
6/30/2017,70,70,60,32,33,176,76,48,64,32,136,30,88,28,91
7/1/2017,62,108,100,51,58,285,136,92,121,53,206,56,124,49,133
7/2/2017,75,117,199,54,69,295,117,95,125,48,241,63,140,54,148
7/3/2017,73,84,164,36,52,222,89,62,94,36,201,45,92,45,115
7/4/2017,68,85,83,35,43,193,89,59,74,33,171,35,80,36,110
7/5/2017,82,73,70,32,37,190,78,45,62,37,137,33,66,27,73
7/6/2017,75,39,71,31,34,158,73,40,60,28,129,29,71,17,68
7/7/2017,98,37,49,37,25,164,62,47,56,36,127,30,98,18,104
7/8/2017,110,61,77,37,44,219,78,72,86,34,159,37,89,24,117
7/9/2017,107,65,156,54,55,248,80,72,96,35,206,42,115,33,119
7/10/2017,77,48,82,40,39,173,69,43,65,33,172,35,73,19,104
7/11/2017,63,41,68,36,38,150,56,45,52,30,145,34,64,22,84
7/12/2017,85,45,62,29,32,152,48,41,50,26,137,36,59,21,72
7/13/2017,30,35,81,26,27,138,41,38,47,22,111,33,52,20,69
7/14/2017,38,39,50,30,29,155,50,33,45,31,158,27,86,27,71
7/15/2017,49,63,75,38,39,208,74,55,76,34,164,41,89,22,107
7/16/2017,61,67,137,49,53,228,72,63,95,32,203,47,103,36,119
7/17/2017,46,52,94,40,36,173,62,50,67,38,173,38,76,26,71
7/18/2017,36,41,77,34,35,155,51,48,57,31,132,34,81,22,68
7/19/2017,38,36,54,32,31,166,57,36,50,34,134,33,63,30,67
7/20/2017,31,44,70,31,28,169,60,39,49,32,127,37,58,20,70
7/21/2017,41,44,63,32,31,156,64,38,53,27,119,27,90,18,90
7/22/2017,47,52,73,43,38,211,82,55,73,32,149,45,91,20,99
7/23/2017,57,61,103,47,48,219,89,62,97,38,177,48,105,32,108
7/24/2017,44,50,119,42,40,206,74,47,70,38,167,40,72,31,89
7/25/2017,35,41,91,30,32,165,62,40,54,26,128,36,73,20,69
7/26/2017,35,37,57,35,30,149,63,35,52,33,139,26,66,24,66
7/27/2017,30,30,56,36,30,139,53,32,46,27,112,45,57,33,62
7/28/2017,37,39,61,33,32,166,68,43,57,28,124,54,94,46,78
7/29/2017,53,53,68,52,45,219,94,67,81,38,178,67,97,53,102
7/30/2017,56,58,131,49,56,230,92,78,101,41,196,76,118,63,101
7/31/2017,46,51,80,40,40,203,89,63,72,41,180,70,76,62,88
8/1/2017,51,57,93,46,46,230,110,76,90,39,171,75,96,66,97
8/2/2017,51,48,55,44,40,219,94,54,84,35,137,66,74,53,82
8/3/2017,39,41,69,35,35,164,75,47,63,32,142,63,67,55,73
8/4/2017,41,54,94,36,42,179,94,46,68,36,157,66,95,50,90
8/5/2017,51,76,73,53,48,220,91,66,86,35,158,83,97,63,104
8/6/2017,55,79,123,47,52,225,94,74,97,38,204,92,115,72,113
8/7/2017,45,58,127,43,42,175,68,46,69,33,161,78,81,61,96
8/8/2017,37,45,74,31,34,142,71,41,56,30,137,53,69,54,65
8/9/2017,44,45,56,35,29,156,63,36,54,31,116,64,58,47,62
8/10/2017,34,40,40,36,28,128,55,28,49,24,131,56,64,42,79
8/11/2017,48,54,66,34,39,164,59,52,60,34,132,58,97,48,77
8/12/2017,44,52,66,39,33,159,67,49,60,30,127,63,90,43,87
8/13/2017,48,58,104,42,47,177,70,56,67,31,161,72,102,58,79
8/14/2017,42,49,75,35,38,160,65,45,63,38,147,80,75,67,81
8/15/2017,39,47,81,29,33,169,62,44,66,25,141,102,77,95,89
