Default,Gender,AvgBal,Income
No,M,1141,39017
No,M,1202,49915
No,F,477,10517
No,M,1060,38699
No,M,1367,36427
No,F,1605,24000
No,F,1056,25110
No,M,368,44046
No,M,0,56610
No,M,544,31513
No,M,193,38042
No,M,1185,34528
No,F,1511,19492
No,M,802,37442
No,M,631,44526
No,M,279,30144
No,M,674,54833
No,F,958,15019
No,M,274,31293
No,M,1044,43374
No,M,320,45203
No,F,429,19442
No,M,836,41032
No,M,3,54839
No,F,867,16397
No,F,272,14215
No,M,404,41668
No,M,1573,18218
No,M,731,42300
No,M,0,45235
No,M,1046,46079
No,M,515,50339
No,F,1182,22142
No,M,0,36249
No,M,272,47758
No,M,1175,33284
No,M,813,48564
No,M,571,40389
No,F,1041,12489
No,M,334,40916
No,M,1403,37274
No,M,1570,55939
No,F,1036,30532
No,M,1376,63073
No,F,669,20241
No,M,0,30525
No,M,1113,35159
No,M,719,12572
No,M,642,45574
Yes,F,2126,19539
No,F,814,17974
No,M,904,18898
No,M,795,25336
No,F,1754,21131
No,M,284,60841
No,F,1301,14157
No,M,1238,31880
No,M,563,31151
No,F,7,21696
No,M,662,58520
No,M,631,53547
No,M,721,40459
No,F,360,18487
No,M,751,45582
No,M,572,52797
No,F,242,23413
No,M,199,57455
No,M,478,16978
No,F,1185,19798
No,F,605,19369
No,M,384,34232
No,M,1400,23578
No,M,329,48626
No,M,271,30465
No,F,145,19927
No,F,344,20440
No,M,986,22830
No,F,1002,17797
No,F,1005,20249
No,M,483,53874
No,M,1035,41253
No,F,855,16323
No,M,797,29398
No,M,536,55828
No,F,1071,14833
No,F,0,16452
No,M,1334,23262
Yes,M,1115,39777
No,F,793,24315
No,M,434,26888
No,F,1004,17070
No,F,1113,20901
No,M,299,33256
No,M,797,20079
No,F,969,17687
No,M,1075,47567
No,M,0,34701
No,F,45,26347
No,F,1001,14689
No,M,1312,26378
Yes,F,2087,17894
No,M,697,38743
No,M,1241,30939
No,F,727,16080
No,M,634,40572
No,F,386,22528
No,M,0,38870
No,M,809,41222
No,M,1384,35500
No,M,713,44414
No,M,591,26674
No,M,295,41592
No,M,208,42400
No,M,220,33213
No,M,773,49308
No,M,1248,37204
No,M,634,32256
No,M,678,55543
No,M,1253,27296
No,F,1297,16864
No,M,0,49250
No,M,1191,27257
No,M,197,44227
No,M,620,33477
No,M,439,41455
No,M,676,38571
No,M,590,49945
No,M,1068,27860
No,M,1210,45113
No,F,390,9114
No,M,1506,35786
No,M,490,35895
No,M,123,47468
No,M,563,51721
No,M,409,45056
No,F,782,21342
No,M,870,24263
No,M,509,47444
No,M,1057,39256
No,M,395,41575
No,F,1592,19982
No,M,0,41483
No,M,1276,52215
Yes,M,2413,38541
No,M,210,58413
Yes,M,2187,42205
No,M,1160,43385
No,M,1340,46442
No,F,793,11495
No,F,164,17546
No,M,868,43092
No,F,1231,13364
No,M,312,47119
No,F,758,20936
No,F,1036,13959
No,M,764,44126
No,F,729,12475
No,M,1066,42248
No,M,339,37017
No,M,265,39318
No,M,1167,43337
No,M,554,39654
No,M,486,38281
No,M,486,46447
No,M,690,66808
Yes,M,1589,38015
No,M,460,56002
No,M,276,31260
No,M,337,41908
No,M,308,42221
No,F,1431,20577
No,F,788,11929
No,F,1660,18861
No,M,0,43066
No,M,1745,43978
No,F,758,12662
No,M,1173,48397
No,M,1336,53355
No,F,1435,17459
No,M,591,43869
No,M,863,49445
No,F,1233,16077
No,F,912,20928
No,M,0,47237
No,M,287,50619
No,M,378,28046
No,M,812,36875
No,F,1857,17845
No,M,608,33737
Yes,F,2182,22038
No,F,1407,23051
No,F,662,16311
No,M,777,52798
No,M,0,37599
No,F,770,11263
No,M,970,38784
No,M,538,45615
No,M,768,39702
No,M,1150,19536
No,M,903,32765
No,M,443,42004
No,M,101,31389
No,F,904,23189
No,M,1396,24379
No,M,1001,47641
Yes,M,1632,38907
No,M,791,45900
No,M,1097,46807
No,M,0,32945
No,F,1263,12407
No,M,738,54491
No,M,655,28643
No,M,0,46597
No,M,639,20607
No,M,571,46841
No,M,1056,31269
No,M,1523,35805
No,M,977,35296
No,M,744,28894
No,M,352,38259
No,M,318,48975
No,F,675,15798
No,M,269,55893
No,F,1023,17695
No,M,718,42172
No,M,843,41692
No,M,867,36453
No,M,450,38987
No,M,459,45044
No,F,760,17658
No,M,1161,26023
No,M,1318,49286
No,F,562,18470
No,F,177,15176
No,F,1059,12601
No,M,527,28491
No,M,21,62863
No,M,529,42134
No,M,1562,54595
No,M,964,47606
No,F,1227,12128
No,M,1209,35071
No,F,671,17565
No,M,276,35761
No,M,776,34141
No,F,699,19790
No,F,606,16958
No,F,1231,20000
Yes,M,1408,48013
No,M,338,34333
No,M,1380,24857
No,M,1316,45807
No,M,1046,48752
No,F,905,17281
No,M,1282,37665
No,M,0,41960
No,F,501,22393
No,M,1086,36533
No,M,352,48726
Yes,M,1803,36193
No,M,667,44932
No,M,155,33162
No,M,360,44449
No,M,105,35291
No,M,492,25849
No,F,1232,24093
No,M,1154,20457
No,F,1113,14580
No,F,700,22591
No,F,1002,24772
No,F,1217,16450
No,M,1157,45325
No,F,1637,18767
No,M,824,53320
No,M,662,49885
No,M,618,37605
No,M,271,34863
No,F,688,18756
No,M,798,39678
No,M,464,53216
No,F,976,23192
No,M,1431,45673
No,F,1208,17721
No,F,0,19134
No,F,402,15256
No,F,825,15309
No,F,1061,11041
No,M,310,47427
No,M,691,40233
No,M,23,42017
No,F,913,20446
No,M,971,35835
No,M,1148,39662
No,M,1639,38441
No,M,0,48523
No,F,1449,28274
No,F,1287,17465
No,M,762,48269
No,M,978,51074
No,M,369,45647
No,M,268,46135
No,F,503,18728
No,M,0,58826
No,M,283,56118
No,M,748,47775
No,M,1000,27565
No,M,495,47036
No,M,1023,22589
No,F,1135,19063
No,M,708,40141
Yes,F,1954,17137
No,F,1282,7230
No,M,809,23520
No,F,1220,21765
No,M,482,44137
No,M,409,53624
No,M,1157,31369
Yes,M,1425,27669
No,M,0,29542
No,M,687,34434
No,M,1436,31507
No,M,189,49697
No,M,1084,34559
No,M,645,37452
No,M,1346,38602
No,F,734,27165
No,F,744,20774
No,M,0,26237
No,F,1396,23718
Yes,M,1920,57243
No,M,538,40774
No,F,386,18352
No,F,1351,19693
No,M,1568,39201
No,M,754,42231
No,M,72,28718
No,F,675,21116
No,F,980,13714
No,F,910,19164
No,F,1263,14341
No,M,621,39372
No,M,643,50209
No,F,728,13439
No,M,459,59731
No,M,290,49067
No,F,785,11643
No,F,713,18441
No,M,1096,52031
No,F,435,19900
No,M,688,29020
No,M,599,36655
No,M,69,45812
No,F,765,14290
No,M,1273,57689
No,M,1079,46060
No,M,1677,44973
No,M,532,42365
No,F,631,11076
No,M,1081,34073
No,M,369,60954
No,M,344,38055
No,M,1715,60138
No,M,450,20080
No,M,741,20718
No,M,0,36339
No,M,476,35622
No,F,1384,14634
No,F,406,22709
No,M,857,34407
No,F,1637,16751
No,M,1094,34854
No,M,1213,47848
No,F,1075,22729
No,F,1010,13470
No,M,416,21961
No,F,676,17801
No,M,0,46275
No,M,867,29541
No,M,844,23957
No,M,766,39079
No,M,1287,46337
No,M,1143,34402
No,F,925,15120
No,F,1110,14965
No,F,939,24392
No,M,321,37027
No,M,943,39416
No,M,512,54003
No,M,744,24303
No,M,1090,46890
No,M,0,31512
No,M,0,45026
No,M,1282,37438
No,M,1374,36889
No,M,1228,43578
No,M,1537,34735
No,M,735,53313
No,F,1142,26114
No,M,1491,36417
No,M,880,60204
No,M,3,39924
Yes,F,2067,10471
Yes,M,2344,51095
No,M,930,36072
No,F,765,26188
No,M,505,31870
No,M,685,40556
No,M,473,43017
No,M,1303,32235
No,M,435,30829
No,M,602,37697
No,M,457,50161
No,M,1065,37747
No,M,1153,37936
No,M,60,35710
No,F,1106,16961
No,F,1106,14841
No,F,385,21620
No,F,0,10276
No,M,728,53607
No,M,1029,36276
No,F,1036,10608
No,M,975,25317
No,M,773,39945
No,M,1015,41994
No,M,0,27298
No,F,1404,22894
No,M,580,25926
No,M,500,45955
No,F,748,11613
No,M,568,31392
No,M,1367,35426
No,M,512,32694
No,F,678,19980
No,F,1692,7761
No,M,632,32753
No,M,585,34298
No,M,1173,44135
No,M,544,43307
Yes,F,1985,22248
No,M,1011,38002
No,M,1231,48156
No,M,876,45525
No,M,1516,59194
No,M,563,30226
No,F,1245,21717
No,F,1216,16404
No,M,1078,30133
No,F,1394,16658
No,M,804,45354
No,M,917,58470
No,M,147,52075
No,M,734,46806
No,F,996,13648
No,M,1883,47438
No,M,1271,40578
No,M,174,32481
No,M,1004,37133
No,F,2033,18550
No,M,269,40883
No,M,442,44228
No,M,1472,61386
No,F,1134,16602
No,M,843,51737
No,M,250,42309
No,M,1570,30604
No,F,995,11691
Yes,M,1572,37895
No,M,1570,49502
No,M,646,39696
No,M,1002,32749
No,F,905,15700
No,F,859,19288
No,M,1671,54442
No,M,391,33651
No,M,670,35920
No,M,1036,44869
No,M,482,19240
No,F,543,17665
No,F,887,17409
No,F,1466,17679
No,F,1546,13960
No,M,263,28975
No,F,794,21172
No,M,1193,45903
No,F,1120,29045
No,F,514,21482
No,M,711,53050
No,M,1176,27957
Yes,M,1806,40120
No,M,125,39478
No,M,1057,45490
No,F,905,19109
No,M,1402,41276
No,M,7,48712
No,F,734,16124
No,M,613,43393
No,M,999,46698
No,M,1078,33001
No,M,638,53035
No,F,890,15157
No,M,816,53817
No,M,1277,40611
No,M,671,44121
No,M,818,48491
No,M,1371,35821
No,M,897,47816
No,F,700,17319
No,M,849,35535
No,M,0,22431
No,F,1661,13695
No,M,1476,44769
No,M,0,36202
No,M,1187,33440
No,M,844,36855
No,F,1540,15241
No,M,680,29535
Yes,M,1651,31514
No,F,615,18487
No,M,1380,31766
No,F,770,15285
No,M,1210,40806
No,F,1381,13633
No,M,1349,28340
No,F,1051,23520
No,F,428,15447
No,M,1714,52779
No,F,1648,15392
No,M,483,47925
Yes,M,2125,44520
No,M,298,34549
No,M,1201,35858
No,M,811,26448
No,M,0,37605
No,M,586,30143
No,M,511,38510
No,M,1249,45587
No,M,49,27070
No,M,864,32889
No,M,1579,50217
No,M,801,50325
No,F,1357,19481
Yes,F,1705,16887
No,F,529,19622
No,F,1391,15886
No,F,334,27322
No,M,1570,36306
No,M,1510,43650
No,M,961,31647
No,M,1444,47205
No,F,0,9321
No,M,895,48940
No,M,1356,45538
No,F,960,24326
No,M,1164,36998
No,M,535,37043
No,F,1425,21853
No,M,773,50069
No,M,685,33185
No,M,344,51626
No,F,1514,23557
No,M,415,37859
No,M,1034,25111
No,M,1116,21646
No,F,749,17441
No,M,291,54409
No,F,454,12665
No,M,890,49941
No,M,345,48111
No,M,394,28363
No,F,991,16842
No,M,4,45158
No,M,660,39163
No,F,1169,18113
No,M,529,38881
No,M,89,36516
No,F,197,15858
No,M,1637,37677
No,M,575,33517
No,M,969,29705
No,F,1049,23332
No,M,773,23223
No,M,1304,26219
No,M,876,37161
No,M,587,34976
No,F,495,15519
No,M,132,42028
No,M,1333,19396
Yes,M,1819,49621
No,M,954,45281
No,M,327,51349
No,M,990,27319
No,M,1109,56680
No,F,0,21719
No,F,635,18344
No,M,100,48378
No,M,265,36843
No,M,466,52714
No,M,1227,49697
No,M,1379,30863
No,M,716,23266
No,M,0,42879
No,M,1335,43660
No,M,1577,35118
No,F,1233,22109
No,M,1614,47152
No,M,764,59857
No,M,741,32951
No,M,326,45810
Yes,M,1798,47069
No,M,900,47094
Yes,M,1605,26149
No,M,0,54299
No,M,887,50508
No,M,1008,30801
No,F,1035,19106
No,F,1126,23410
No,F,1071,12708
No,M,920,40537
No,F,735,10817
No,M,1702,38567
No,M,1453,29830
No,M,294,49988
No,M,1302,43154
No,M,1135,47075
No,M,1124,17292
No,F,483,15067
No,M,1670,30259
No,F,1051,13271
No,F,778,23737
No,M,38,43788
No,M,600,51734
No,F,1038,22889
No,M,1187,37093
No,M,1287,37135
No,M,599,58909
No,M,278,33812
No,M,537,35787
No,M,627,55155
No,M,0,55435
No,M,886,42683
No,F,1315,15965
No,M,580,31879
No,M,1145,40999
No,M,0,34882
No,M,321,33136
No,M,776,49706
No,M,519,42862
No,M,892,40492
No,F,945,21096
No,M,840,24801
No,M,661,31480
No,M,213,38951
No,M,507,50493
No,M,885,35324
No,F,296,20138
No,F,700,14829
No,M,927,44308
No,F,1172,22793
No,M,842,40240
No,M,50,47026
No,F,904,20246
No,M,600,50578
No,F,1749,21359
Yes,F,1893,16853
No,F,1637,17533
No,F,1534,16454
No,F,1524,15709
No,F,1157,11103
Yes,F,2168,24649
No,M,457,39630
No,M,1616,39655
No,F,1312,15565
No,F,437,21639
No,M,683,31615
No,F,1327,15819
No,M,798,54042
No,M,636,26085
No,F,1313,16221
No,F,945,23324
Yes,M,1839,32129
No,M,267,41184
No,F,724,28289
No,M,610,35855
No,M,1861,46654
No,M,0,43033
No,M,1578,50430
No,F,954,15970
No,M,204,38980
No,F,1109,21663
No,M,771,47146
No,M,376,32168
No,F,1524,19343
No,F,1178,12077
No,F,1458,19668
No,F,1292,8231
No,M,1234,23032
No,M,542,22394
No,M,1382,48394
No,M,1158,49961
No,M,744,24507
No,M,1387,40994
Yes,M,1434,47312
No,M,1484,34156
No,M,1341,31960
No,M,972,26231
No,M,1512,36381
No,F,1112,20550
No,F,1556,15957
No,M,1727,41707
No,M,26,49090
Yes,F,1895,16395
No,F,417,17788
No,M,247,37377
No,M,91,44092
No,F,617,22802
No,F,793,10488
No,F,1036,20393
No,M,827,35426
No,M,1734,31578
No,M,1070,40299
No,M,627,41334
No,M,932,45505
No,M,1551,31768
No,F,315,22552
No,M,1059,41179
No,M,977,59292
No,F,563,11525
No,F,310,16382
No,M,937,40240
No,M,0,47020
No,F,431,20301
No,M,1412,42957
No,F,1183,16189
No,F,1850,16967
No,M,391,45822
No,M,11,32866
No,F,697,25731
No,M,175,22645
No,F,1095,19638
No,F,135,19464
No,M,1070,32441
No,M,1166,47006
No,M,321,43257
No,M,178,35616
No,F,954,18121
No,F,1336,12843
No,F,854,25373
No,M,640,38661
No,M,1052,37160
No,M,335,36374
No,M,1194,34909
No,M,915,31423
No,M,426,15499
Yes,F,1806,19168
No,M,717,37810
No,M,521,41039
No,M,1035,34540
No,F,1023,11739
No,M,618,43872
No,F,1322,16984
No,M,477,33760
No,M,1101,43036
No,F,1020,15834
No,M,329,43243
No,F,949,25041
No,F,1231,18581
No,M,1253,35382
No,M,0,36485
No,M,642,37752
No,M,513,44179
No,M,1115,38155
No,F,1742,10778
No,M,763,34931
No,M,878,47723
No,F,936,14217
No,M,585,40586
No,M,348,40138
No,M,608,26118
No,F,1251,21968
No,M,317,39995
No,M,337,42880
No,F,871,13144
No,M,1188,43874
No,M,86,43468
No,M,737,27880
No,F,1420,10401
No,F,403,12256
No,M,191,41922
No,F,1837,15422
No,F,1273,20430
No,M,1038,40416
No,M,828,39656
No,M,916,34934
No,F,213,13156
No,M,941,58992
No,M,487,34440
No,M,1890,32510
No,M,691,38948
No,F,503,14425
No,M,140,52099
No,M,0,44903
No,M,519,44498
No,F,1032,19323
No,M,940,47113
No,M,0,32721
No,M,1094,39684
No,F,1623,14338
No,M,851,44905
No,M,1120,33510
No,M,0,49626
No,F,745,15712
No,F,303,15221
No,M,1523,29165
No,M,361,36534
No,M,1063,48042
No,F,1344,22012
No,M,388,55164
No,M,860,56687
No,M,1637,46630
No,M,975,30573
No,M,488,21419
No,M,0,56493
Yes,M,1562,43067
No,M,1399,26505
No,F,542,9136
No,M,901,38613
No,M,296,19054
No,M,91,50940
No,M,476,58838
No,M,383,42621
No,M,1014,49654
No,F,933,15775
No,M,361,42217
No,M,728,40259
No,M,918,31380
No,M,1567,38255
No,M,1007,33349
No,M,1279,42895
No,M,0,30173
No,M,1107,23531
No,F,1720,18696
No,M,1066,33912
No,M,0,56896
No,F,1296,15709
No,M,720,38493
No,M,575,41914
No,M,241,34508
No,M,345,41944
No,M,1342,53122
Yes,M,1848,30203
No,F,1497,9030
No,M,503,29187
No,M,1120,42281
No,M,1172,58067
No,F,1594,21515
No,M,566,36039
No,M,542,39038
No,M,1086,38657
No,F,995,8751
No,F,1201,13834
No,M,0,41656
Yes,M,1509,37111
No,M,1171,52359
No,M,1357,54490
No,M,850,31522
No,M,1184,25197
No,M,903,23847
No,F,1598,24006
No,M,1079,36636
No,F,1504,18777
Yes,F,1571,16239
No,F,0,15588
No,F,736,13977
No,M,923,44671
No,F,1270,13998
No,M,706,48340
No,M,1147,64645
No,F,1750,20078
No,F,263,25364
No,M,469,44285
No,M,444,35242
No,M,376,35564
No,M,773,25557
No,M,750,17994
No,M,415,37825
No,M,626,33931
No,M,645,44324
No,F,1287,13216
No,M,1391,51169
No,F,602,16266
No,M,1061,33943
No,M,273,42647
No,F,1422,11135
No,M,1066,36016
No,M,1167,34468
No,M,949,28412
No,F,566,18646
Yes,M,1914,55574
No,M,516,50678
No,M,1347,32720
No,M,124,44465
No,M,1007,42183
No,M,218,44180
No,M,1345,34841
No,M,1063,27887
No,F,625,14820
No,M,560,39144
No,M,341,29326
No,M,574,44072
No,F,735,11868
No,M,875,46042
No,M,366,47096
No,F,1010,19871
No,M,222,32989
Yes,F,1957,18806
No,F,1050,19246
No,M,612,55326
Yes,M,1457,49054
No,F,1822,15802
No,F,770,29059
No,F,1270,772
No,F,1923,12940
No,M,891,20257
No,M,1341,33778
No,M,888,37746
No,F,1189,19546
No,M,1821,46251
No,M,482,36378
No,M,432,56733
No,M,684,36578
No,M,355,44412
No,F,670,17110
No,F,714,26050
No,M,597,31713
No,F,1306,18996
No,M,1991,30810
No,F,718,19591
No,M,391,38084
No,F,1863,23840
Yes,M,1144,37751
No,M,264,45778
No,M,217,37161
No,M,687,51121
No,M,1642,24444
No,M,0,18594
No,F,1219,19206
No,M,1971,37905
No,F,1152,23150
No,M,539,36275
Yes,F,2287,18692
No,M,1218,56817
No,M,700,54661
No,M,1167,30648
No,M,1493,46175
No,M,666,34912
No,F,637,23006
No,M,421,37832
No,M,879,30634
No,M,376,25821
No,M,961,25479
No,M,501,33406
No,F,370,24834
No,M,720,31031
No,M,1168,39275
No,M,601,39260
No,M,0,48304
No,M,253,23443
No,M,676,53379
No,F,1067,26348
No,F,1005,13870
No,M,1010,46218
No,M,1261,27697
No,M,403,58829
No,F,919,6101
No,M,1005,42729
No,M,615,33812
No,M,1358,50663
No,M,161,29676
No,F,1190,15860
No,M,263,48762
No,M,648,35494
No,M,1575,30560
No,F,1659,14821
No,M,5,28714
No,M,1220,36191
No,M,803,45806
No,M,82,35818
No,F,71,17466
No,F,963,22795
No,M,927,44234
Yes,F,1233,12586
No,F,644,9778
No,F,1339,8078
No,M,740,46878
No,F,901,19205
No,M,975,45598
No,M,299,49586
No,M,591,29507
No,M,177,37554
No,M,292,60582
No,M,625,32826
No,M,547,37514
No,M,728,23516
No,F,532,21358
No,M,311,51258
No,F,703,17693
No,M,1240,52241
No,M,810,51283
No,M,303,21381
No,M,1372,36188
No,M,1146,37054
No,F,731,20097
No,M,807,42139
No,M,450,34206
No,F,468,25424
No,F,685,17583
No,M,1013,38281
No,M,677,31741
No,M,288,37410
No,M,817,52164
No,M,1119,39112
No,M,532,43789
No,F,1364,18423
No,F,1465,16542
No,F,998,27055
No,M,335,41943
No,M,1149,35310
No,F,906,24033
No,M,650,32276
No,M,380,40690
No,M,0,36582
No,F,485,21278
No,M,650,54693
No,M,699,44949
No,F,1329,20667
No,M,609,41798
Yes,M,1723,43143
No,F,0,17189
No,M,595,36191
No,F,876,18697
No,M,949,50404
No,M,252,39723
No,M,1163,21754
No,F,1244,19232
No,M,578,46031
No,M,444,50768
No,M,1316,41314
No,M,904,56062
No,F,1038,15581
No,M,843,42682
No,F,1259,10921
No,F,297,19384
Yes,F,1553,18092
No,F,685,21909
No,M,1266,32910
No,M,363,39296
No,M,1533,22081
No,F,1342,26319
No,F,1086,23577
No,M,496,32818
No,M,1597,50828
No,F,2092,14515
No,F,1020,23795
No,M,765,29096
No,M,929,46709
No,F,1787,17554
No,M,628,38436
No,M,352,30514
No,F,266,23775
No,F,1887,6467
No,M,58,38218
No,M,934,57377
No,F,996,10708
No,F,1033,15453
No,F,825,20690
No,M,359,56332
No,M,1393,43440
No,M,332,37129
No,M,1215,39002
No,F,1794,22741
No,M,874,33822
Yes,F,1894,12399
No,M,1120,32213
No,M,235,28099
No,F,874,24635
No,M,1283,47515
No,F,1327,25853
No,M,1264,47204
No,F,1145,12906
No,M,1119,30558
No,M,754,46957
No,M,1039,50654
No,F,1947,13158
No,M,865,32120
No,M,1166,48856
No,M,1101,39046
No,M,439,36839
No,M,751,47877
No,F,743,19610
No,M,1371,34955
No,M,673,34892
No,M,1208,36403
No,F,483,12597
No,M,1394,27179
No,F,1405,17933
No,M,736,32027
No,F,1167,16357
No,M,1032,46725
No,M,0,51227
No,M,0,49773
No,M,1335,51086
No,F,998,25788
No,M,419,47156
Yes,F,1807,11506
No,M,474,43522
No,F,531,11421
No,M,881,49547
No,F,1491,18172
No,M,977,32837
No,F,642,13563
No,F,1671,11386
No,M,1285,39925
No,M,200,27579
No,M,67,29671
No,M,578,22112
No,M,1143,42054
No,M,767,49172
No,F,851,22829
No,M,684,35233
No,M,485,38656
No,F,0,15699
No,F,915,21546
No,M,1144,38663
No,M,365,27027
No,M,661,42946
No,M,965,49647
No,M,1045,41149
No,M,202,71879
No,M,656,54844
No,M,11,48182
No,M,528,41067
No,M,728,32389
No,M,938,18594
No,F,360,26500
No,M,1185,32467
No,F,811,21263
No,F,1090,15056
No,F,288,18357
No,M,352,29281
No,M,977,58659
No,M,920,40573
No,M,800,19051
No,M,772,40521
No,M,586,67101
No,M,1078,26518
No,M,907,28461
No,M,838,42233
No,M,1007,25733
No,M,712,42352
No,M,508,31966
Yes,M,1477,42984
No,M,1224,37088
No,M,636,50040
No,M,1610,60124
No,F,885,11774
No,F,137,10995
No,F,989,19449
No,F,563,22324
No,M,310,33672
No,F,821,17347
No,M,434,42205
Yes,F,1322,23735
No,M,550,50084
No,M,1170,48445
No,M,1238,42322
No,M,0,56044
No,M,804,42286
No,F,1456,15070
No,M,954,27181
No,M,1225,44003
No,M,796,47600
No,M,461,15756
No,M,468,23336
No,M,321,30276
No,M,1653,44965
No,M,1191,41630
No,M,178,35402
No,F,1448,24670
No,M,0,36062
No,M,282,38099
No,M,29,41809
No,F,1279,17837
No,M,0,56412
No,M,1470,49019
No,F,406,20524
No,F,509,19963
No,M,1207,29875
No,M,546,37524
No,M,87,34639
No,M,419,56321
No,M,0,30685
No,M,42,47522
No,M,907,38881
No,F,1500,25157
No,M,1562,32953
No,F,1616,19566
No,M,766,41436
Yes,F,1808,21849
No,M,595,43153
No,M,1459,57786
No,M,901,44594
No,M,33,31645
No,M,1050,59401
No,M,1329,60322
No,M,411,39076
No,M,1592,27668
No,M,562,40446
No,F,592,18684
No,M,625,30763
No,M,1434,39445
No,F,635,13912
No,M,983,50700
No,M,877,22998
No,M,433,49209
No,M,951,25541
No,M,205,36555
No,F,1215,11789
No,M,975,26921
No,F,470,16014
No,M,0,29901
No,M,1666,34918
No,M,799,17463
No,M,286,47960
No,M,909,48427
No,M,79,41335
No,F,1051,6584
No,M,1301,28674
No,F,1507,20680
No,F,0,15760
No,F,0,29107
No,M,183,21287
No,F,1469,15978
No,M,1291,42098
No,M,609,24976
No,M,714,17754
No,M,1447,28952
No,F,889,14273
No,M,1220,47936
No,F,533,20556
No,M,1024,45586
No,F,510,19683
No,M,797,35177
No,F,1687,22175
No,M,531,44628
No,M,1333,36975
No,M,1401,31403
No,M,587,40353
No,M,628,34756
No,F,1193,16430
No,F,666,19178
No,F,1018,13553
No,M,648,18844
No,M,952,28642
No,F,1492,11616
No,F,172,24809
No,F,1231,15717
Yes,M,1834,43540
No,F,633,23694
No,M,655,30593
No,M,331,20588
No,M,1213,33527
No,M,882,50115
No,F,1799,14250
No,M,1166,42252
No,F,759,24167
No,M,269,43779
No,F,1044,27380
No,M,893,43512
No,F,728,15959
No,M,414,44803
No,M,97,37468
No,M,765,44871
No,F,1054,10997
No,F,650,13409
No,M,742,34265
No,M,1016,49635
No,M,636,52011
No,M,976,31898
No,M,1198,37488
No,M,483,44281
No,M,1239,40312
No,M,942,34686
No,M,712,48836
No,M,215,46694
No,M,558,38285
No,F,1135,20964
No,M,524,37591
No,M,593,46475
No,F,869,13026
No,M,608,41792
No,M,1060,64315
No,F,0,18496
No,M,1142,45455
No,M,1127,47546
No,M,457,42507
No,F,385,13739
No,M,706,53423
No,M,743,48208
No,F,1310,24268
No,M,671,55003
No,M,442,39308
No,M,1076,38021
No,F,675,18828
Yes,M,1378,41435
No,M,302,32049
No,M,910,46274
No,M,813,58339
No,F,1299,18756
No,M,680,43693
No,M,1187,56504
No,F,813,24824
No,F,894,16400
No,F,895,23657
No,M,0,52632
No,F,1179,16923
No,M,1067,56292
No,F,1292,16114
No,M,119,47761
No,M,344,53705
No,M,1699,29196
No,M,1559,38880
No,F,1456,13555
No,M,1079,66135
No,M,508,52772
No,M,965,32550
No,M,554,47021
No,F,921,14195
No,M,637,49657
No,M,744,40280
No,M,1529,43826
No,M,755,53092
No,M,70,49074
No,F,1567,15878
No,M,429,17209
No,M,1348,39166
No,M,1068,37863
No,M,1075,25715
No,M,396,34556
No,M,1047,46568
No,F,1519,18925
No,M,964,46502
No,F,1100,25315
No,M,737,54161
No,M,588,38886
No,M,1177,29949
No,F,1182,18103
No,M,351,30346
No,M,658,30392
No,F,10,24582
No,M,516,43509
No,M,312,37744
No,M,821,28065
No,M,1499,39949
No,M,1091,20028
No,F,717,18382
No,M,632,30517
No,M,1119,49988
No,F,497,12862
No,F,524,8272
No,M,1021,47650
No,M,750,28581
No,M,182,36858
No,M,1556,30111
No,M,896,35532
No,F,401,20912
No,M,540,32932
No,M,404,40535
No,F,1219,14063
No,F,1252,17622
No,F,385,21364
No,M,319,27401
No,F,851,19413
No,M,1073,54528
No,M,1637,43365
No,F,601,21614
No,M,1015,40224
No,M,1311,47806
No,F,1085,17411
No,F,1302,21949
No,F,330,16477
No,M,626,34246
No,F,778,18191
No,F,1162,13500
No,M,139,38438
No,F,740,24710
No,M,825,42409
No,M,1292,39388
No,M,528,34017
No,M,709,36322
No,F,1066,16736
No,M,1073,38483
No,F,1315,27960
Yes,F,1989,17763
No,M,416,35581
Yes,M,1721,42000
No,F,1707,21127
No,M,707,42657
No,M,249,46332
No,M,447,49645
No,M,765,33127
No,F,824,25109
No,F,787,12882
No,M,308,37362
No,M,1734,47873
No,M,997,49955
No,M,0,39330
No,F,1070,20053
No,M,0,36708
No,M,1251,37012
No,M,1754,43856
No,F,425,18109
No,M,1057,37995
No,F,1547,14981
No,M,330,55734
No,M,1080,35472
No,M,691,42342
No,M,584,38683
No,F,682,19925
No,M,999,37919
Yes,M,1758,51991
No,M,1186,24265
No,F,1771,17447
No,M,150,33949
No,M,0,56983
No,M,771,47615
No,M,0,30132
No,M,607,27146
No,M,307,30136
No,F,365,22123
No,M,815,39021
No,M,1656,29816
No,M,126,44260
No,F,1767,15423
No,M,1594,30570
No,M,0,27614
No,F,211,19075
No,M,449,40992
No,M,1125,33409
No,M,1529,43125
No,M,484,47518
No,M,571,40581
No,F,989,17276
No,M,897,21627
No,F,1534,10488
No,M,1358,25390
No,M,40,33657
No,F,1015,15253
No,F,594,14160
No,M,1038,45058
No,M,1423,48315
No,M,602,15298
No,M,948,34869
No,M,296,24626
No,M,634,29213
No,F,1154,14301
No,M,505,56623
No,F,1177,19829
No,M,1001,41063
No,F,1352,23661
No,F,1060,18617
No,M,1372,48299
No,M,1016,37953
No,M,1171,52278
No,M,1021,50390
No,M,1743,31439
No,M,84,59022
No,M,879,35228
